,cfg,fold,loss_test,acc_test,f1_test,mean_loss,std_loss,mean_acc_val,std_acc_val,mean_acc_train,std_acc_train,mean_f1_train,std_f1_train,mean_f1_val,std_f1_val
23,11,2,2.296078015099007,16.197718631178706,0.16422118632239469,0.982692774691174,0.6553114521089757,52.36906754355961,20.97653392512071,60.87632318629162,22.543751044205216,0.588664188863473,0.25458330786599354,0.5191599591167672,0.2186937881742629
24,0,3,0.4986916249751589,79.19360973754279,0.791972735879584,0.40209482596035606,0.020770179128652113,71.52719169105455,0.8444261060628211,82.76044387397198,0.9248124439616217,0.8266305521043777,0.009276871763348503,0.7146943532342588,0.008890278472976496
25,1,3,7.262910635166647,22.93647774819323,0.1765338653491369,0.4025567267384547,0.01513391928369984,71.4535081399365,0.7067308310779569,82.72442402244086,0.6881733460906635,0.8262097203944772,0.006930516003766358,0.7138683070670371,0.0074799223483064245
26,2,3,0.5796162576653143,74.97147204260175,0.7500206012525429,0.42026751546354196,0.02852437761021132,70.83152575408324,1.2553252860457742,81.96811829176258,1.2414639880114187,0.8186649191289319,0.012422441504442485,0.7078434639872564,0.012322700120414762
27,3,3,0.7804943227537541,65.99467478128565,0.6628656596918399,0.5284857489037714,0.189603895462884,68.10272946519615,4.863261413639567,77.22062498217821,8.315313292340182,0.7701459763048444,0.08495048802922878,0.6806881338817877,0.04840918373123741
28,4,3,2.030024808525087,28.527957398250287,0.25588842739923284,0.6873001414895391,0.3607283908357474,63.8932210979582,9.516253034004826,70.35495456116075,15.642839280149582,0.697594902389472,0.16411256623824236,0.6385870753899233,0.09506208436789519
29,5,3,2.2912706654985033,12.248003042982122,0.10774657510917063,0.9502775326636269,0.6739626404347082,55.58570824338237,20.673400112260897,62.36107317225318,22.888275388333856,0.6046915910403158,0.2563483496451496,0.5460408539703804,0.2255494570049818
30,6,3,5.458804230320846,22.89844047166223,0.17834131814989207,0.8711544671101644,0.6534170991252838,57.7570044213148,19.86776355002814,65.3237395293519,22.401106600760567,0.636881310182933,0.2501104302435742,0.5690112049989946,0.2162889035006758
31,7,3,3.6924442105645654,32.02738683910232,0.27736189143413,0.8161529510039578,0.628325401204611,59.153993093535306,18.955033175271968,67.3459836765418,21.628256615633735,0.659030581086407,0.24119967228821781,0.5839030166576729,0.20618404503783078
32,8,3,4.457298304653238,27.577025484975277,0.2094065526339711,0.7782149204374611,0.6020802378198122,60.10745693228675,18.07743075962905,68.71800832113304,20.760638429433634,0.6742289763813968,0.2314628945784906,0.5941843334943319,0.19658719523182738
33,9,3,2.464701146978464,30.315709395207303,0.264349765776231,0.7909174290682305,0.5727076933404608,59.62408188222177,17.21915721536957,67.98413427426331,19.829305592932144,0.6675848354449411,0.22060264976948135,0.5901740417453338,0.18696445883096366
34,10,3,1.9243814360057052,30.96234309623431,0.2675991726535896,0.8559665392669351,0.5835637328338485,57.694032740880246,17.522439591933857,65.05353211079506,21.057902998472656,0.63732006930454,0.2311192295502985,0.5719810861820239,0.1873790825417948
35,11,3,2.2969655801969684,18.372004564473183,0.11726856246717547,0.9742380914639133,0.6826697666958972,53.926683362849886,20.93711876347237,61.46615355921847,23.418681271359024,0.5961213925913171,0.2601911747630584,0.5310455608591467,0.22523973071493672
36,0,4,7.403112390343229,16.96462533282617,0.11912824964740623,0.45487900625253974,0.023495055501624704,67.11715702850042,2.180875564291379,80.67124066464103,1.000568991515119,0.8055360181881822,0.010143706485525584,0.6689820316878033,0.0211971917001613
37,1,4,4.995936533098933,24.724229745150247,0.21954130195374372,0.44922477223058294,0.023501482597179886,67.725341405338,1.8500058155652344,80.88957972352355,1.0205080875837,0.8078268743381601,0.010273872206747985,0.6754783794576664,0.0182494495217105
38,2,4,0.6587822543669359,72.91745910992773,0.7288232415307271,0.4620664982754479,0.0277775245109879,67.47963322438605,1.639547298799468,80.35970172118336,1.1664806073959928,0.8025272788837784,0.011716375678862464,0.6730000775253819,0.0162113566839185
39,3,4,3.914466507582666,19.9695701787752,0.1556082064748736,0.5722885799875086,0.1945467640451716,64.37895687001256,5.626852883616704,75.62728921057695,8.348169343055618,0.7539481735702299,0.0856783740464302,0.6429358425845952,0.054567102452066654
40,4,4,1.8827847011101115,27.615062761506277,0.2242909598973223,0.7569230479536051,0.4094782959933375,59.30589626687223,11.341372921883087,67.59740968449528,17.7739320235348,0.6697497929799553,0.1855676701839399,0.5938531072320313,0.10978077029170631
